lable,text
4,سلام! با تشکر از بذل توجه شما. ۱-موکت اتاقها بسیار نامناسب و چرک بنظر میومدن! ۲-ظاهرا هنوز پاشش رنگ آمیزیهای اولیه رو ی بدنه چوبی اتاق پاک نشده بود! ترمیم رنگ سقف اتاق ناشیانه و ارزان بوده! ۳-به دلیل پنجره های بزرگ و وجود یک کانال تهویه دمای اتاق کاملا یکسان نیست مخصوصا اینکه پس از خروج موقت مسافر گرمایش اتاق قطع میشود و دما پایین میاید و تا گرم شدن آن زمان طولانی میبرد! ۴-در قسمت دوش سکویی برای گذاردن شامپو و وسایل وجود ندارد! بنظر من با توجه به قیمت اتاق(بالای ۱۶۰۰) وجود وان حمام نیاز است. شیرآلات هم مشکل داشتن و لق بودن! در حمام در اثر رطوبت به سختی بسته میشد! ۵-لولای در اتاق خیلی صدا میکرد!! متاسفانه در ایران ساخت اولیه ساختمان‌ها خوب است ولی نگهداری بعدی آنها درست انجام نمیشود و پس از مدتی متاسفانه اشکالات بسیار زیاد میشوند. ۶-بر روی در ورودی دستشوییهای ایرانی در راهروها هیچ علامتی وجود نداشت! ۷- دمپاییهای یکبار مصرف خوب نبودن. ۸-بر روی حوله ها لکه های قبلی مانده بودن. ۹-شیشه های اتاق بسیار کثیف بودن. ۱۰- برخورد مناسب پرسنل نشاندهنده آموزش درست آنها بود. ۱۱-لابی هتل زیبا و درخور هتل پنج ستاره ایرانی بود ۱۲- سالنهای غذاخوری و غذاها مرغوب و مناسب بودن. ۱۳-بازارچه هتل زیادی کوچک و در خور هتل نبود. امیدوارم انتقادها سازنده و مفید بوده باشن. از زحمات کلیه پرسنل متشکرم. خسته نباشید. مهمان اتاق ۳۰۱
4,نظافت شخصي و برخورد پرسنل در حد يك هتل ٥ ستاره نيست
4,کارکنان راننده ی ترانسفر رفت و برگشت از فرودگاه به هتل و بالعکس رفتار خشک و سردی دارن و اصلا در برخورد با راننده نظیر سلام و خوش امدگویی نداشتند... اما کارکنان هتل خوب بودند۱
4,همه چیز خوب بود فقط امکانات هتل می تونست کامل تر باشه.
5,سلام ما جمعه ظهر تا یک شنبه هتل الماس بودیم در کل هتل خوبیه برخورد پرسنل خوبه تمیزه و زیبا یخورده تو بعضی بخشا مشکل هست که رفع میشه قطعا شب اول تو کافی شاپ برای سفارش دادن خیلی معطل شدم با وجود اینکه ۳بارم پیچ کردیم حدود ۲۰ دقیقه معطل سفارش دادیم شدیم کیفیت غذاها خوب بود اما پیشنهاد میکنم به هیچ وجه از میز سالاد بار استفاده نکنید قیمتش خیلی بالاس
4,"نحوه ترانسفر فرودگاهی و پذیرش مناسب بود. تحویل اتاق قبل از ساعت یاد شده در واچر (ساعت 15) انجام شد که نشان دهنده مشتری مداری بالای این هتل است. اتاق تمیز و شیک بود ولی پنجره های اتاق و لابی خاک گرفته و کثیف بودند. طراحی اتاق زیبا و چشم نواز بود و از امکانات تمام الکترونیکی برخوردار بود. امکانات موجود در هتل از قبیل رستوران گردان و کافه، در بیشتر ساعات تعطیل بود! در صورتی که برنامه صبحانه از 7 صبح اعلام شده، ولی اغلب پرسنل از ساعت 8 در رستوران محل سرو صبحانه حضور یافتند! و پرسنل خانم نیز در دسته های چند نفره پشت میزها به صحبت مشغول بودند! این واقعا برام عجیب بود. فضای رستوران هتل کوچک و دلگیر بود. به نظرم رستوران هتل یکی از مهمترین امکانات هتل هست که باید اهمیت بیشتری بهش داده میشد. برای صرف نهار در رستوران هتل فقط باید از بوفه سلف سرویس استفاده می کردیم و امکان سفارش غذا وجود نداشت."
1,یخچال هتل سوخته بود و به پذیرش هم اطلاع دادم و گفتند سیستم سرمایشی اتاق ها همینه دیگه. . 200 هزارتومن هزینه گل آرایی داده بودم که متاسفانه بدون اجازه من گل ها سطل آشغال انداخته بودند و من از این موضوع خیلی ناراحت شدم.
5,با سلام سرویس دهی همه بخش ها عالی بود. ممنون از پذیرایی گرم شما
3,"در مجموع هتل بدی نبود ولی چهار نکته منفی داشت. اول اینکه یخچال خنک نمیکرد، به پذیرش اطلاع دادیم گفت در کمدی رو باز بزارید درست میشه که متاسفانه نشد. در نتیجه چیزی از یخچال مصرف نکردیم. دوم اینکه از داخل اتاق به نمای بیرون دید نداشت ( بلوک شیشه ای بود)‌. سوم اینکه موقع ورود به هتل همه در خدمت هستن ولی وقت خروج کسی نیست که حتی کمکت کنه و با دلخوری هتل رو ترک کردیم.( در پارکینگ هم کسی نبود، یعنی راحت میتونستن خودروی آدم رو بدزدن و برن). چهارم اینکه ورود و خروج پارکینگ اصلا استاندارد نبود."
5,"اقامت در اين هتل را به ديگران توصيه ميكنم پرسنلي مؤدب ، محيطي آرامش بخش و طراحي و چيدماني زيبا در اتاقها و متناسب با هر گونه سليقه"
5,سلام اينجانب با خانواده در تاريخ ٩٦/٠٨/٣ به مدت ٣ شب در اين هتل اقامت داشتيم و ٣ اتاق گرفتيم موارد مثبت خيلي زياد بود چون يك هتل ٥ ستاره با اين قيمت بايد هم اين نكات رو داشته باشه از نظر من يكي نور اتاقها بسيار كم بود يكي تهويه اتاقها و سرويس مناسب نبود زمانيكه ما اقامت كرديم كمي هوا گرم شده بود و هواي اتاق دم و خفه بود و تهويه خنك كننده كار نميكرد وقتي علت را جويا شديم گفتند چون هفته پيش هوا سرد شده سيستم خنك كننده هتل رو كلا خاموش كرديم و فعلا تهويه فقط رو حالت گرمايش كار ميكند و به ما گفتند پنجره را باز كنيد براي تهويه و خنك شدن اتاق كه اين جواب براي يه هتل ٥ ستاره اصلا قابل قبول نيست ما تقريبا از صبح تا شب هواي خوب و دلچسبي توي اتاقها نداشتيم و فقط اخر شب كه خنك ميشد تا صبح باز بودن پنجره موثر بود كه ضعف بزرگيه ضمنا ما يكي از اتاقهايي رو كه رزرو كرده بوديم چون با تخت اضافه ميخواستيم مجبور شديم عوض كنيم و يه اتاق بزرگتر بگيريم چون توضيح كاملي موقع رزرو نداده بود و قيمت مابه التفاوت اتاقها رو همون موقع نقدا پرداختيم نكات مثبت هم خيلي زياده برخورد پرسنل عالي نظافت عالي دكوراسيون و ديزاين عالي استخر و سونا عالي غذا خوب
4,بارکینگ افتضاح بود بقیه امکاناتش عالی بود ممنون
3,كاركنان بخش روف گاردن و كافي شاپ هتل رفتار بسيار عالي و مناسب داشتند. بهترين و زيباترين بخش هتل روف گاردن مي باشد. در محل رستوران طبقه ١٧ صندليها راحت و مدرن نيستند. همچنين فضاي كافي شاپ هتل مدرن نيست و همين مشكل را دارد. موكت اتاقها احتياج به نظافت با سطح بالاتري دارد. به جاي يخچال در اتاقها از جعبه فن دار! استفاده شده است! تهويه اتاقها با توجه به بسته بودن پنجره ها در طبقات بالا بايد مناسبتر باشد و با اينكه هوا گرم بود فقط بخاري اتاق فعال بود و نه كولر!
